DATAFLOW,FREQ: Frequency,INDICATOR: Indicator,GEO_PICT: Pacific Island Countries and territories,SEX: Sex,AGE: Age,URBANIZATION: Urbanization,INCOME: Income,EDUCATION: Education level,OCCUPATION: Occupation,COMPOSITE_BREAKDOWN: Composite breakdown,DISABILITY: Disability,TIME_PERIOD: Time,OBS_VALUE,UNIT_MEASURE: Unit of measure,REPORTING_TYPE: Reporting type,NATURE: Nature,DATA_SOURCE: Data source,OBS_STATUS: Observation Status,OBS_COMMENT: Comment
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_ELECT: 4.a.1 Schools with access to electricity,KI: Kiribati,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2020,42.27,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,NR: Nauru,_T: Total,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2014,105,INDEX: index,N: National,C: Country Data,"Nauru Ministry of Education, CPI/GER Lower sec",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,CK: Cook Islands,M: Male,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2015,38,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,CK: Cook Islands,M: Male,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,68,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,TO: Tonga,_T: Total,Y07T14: 07-14,_T: National,_T: Total,_T: All education levels,_T: All occupations,SKILL_READ: Skill: Minimum proficiency in reading,_T: No breakdown by disability,2019,62.9,PERCENT: percent,N: National,C: Country Data,"Tonga Statistics Department. 2020. Tonga Multiple Indicator Cluster Survey 2019, Survey Findings Report. Nuku�alofa, Tonga: Tonga Statistics Department.",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,CK: Cook Islands,M: Male,_T: All ages,_T: National,_T: Total,_T: All education levels,2341: Primary School Teachers,_Z: Not applicable,_T: No breakdown by disability,2014,92.9,PERCENT: percent,N: National,C: Country Data,"Cook Islands, Ministry of Education.",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_H2O: 4.a.1 Schools with access to basic drinking water,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_H2O: 4.a.1 Schools with access to basic drinking water,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2020,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SPC_4_6_1: 4.6.1 Proportion of population in a given age group achieving at least a fixed level of proficiency in literacy and numeracy skills,FJ: Fiji,F: Female,Y15T999: 15+,_T: National,_T: Total,_T: All education levels,_T: All occupations,SKILL_LTRCY: Skill: Functional literacy,_T: No breakdown by disability,2018,99.09,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),TK: Tokelau,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,94,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,SKILL_MATH: Skill: Minimum proficiency in mathematics,_T: No breakdown by disability,2015,91,PERCENT: percent,N: National,C: Country Data,"Solomon Islands Education Report 2015-16, Ministry of Education, Country definition, Year 6",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,MH: Marshall Islands,M: Male,_T: All ages,_T: National,_T: Total,1_g5: Primary education (Grade 5),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2015,26,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,MH: Marshall Islands,M: Male,_T: All ages,_T: National,_T: Total,1_g5: Primary education (Grade 5),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,50,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_ELECT: 4.a.1 Schools with access to electricity,NR: Nauru,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,VU: Vanuatu,M: Male,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2015,50,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,VU: Vanuatu,M: Male,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,59,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,MH: Marshall Islands,F: Female,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,43.95,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_CMPTR: 4.a.1 Schools with access to computers for pedagogical purposes,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACC_HNDWSH: 4.a.1 Schools with basic handwashing facilities,PW: Palau,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2020,84.21,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_TCAQ: 4.5.1 Gender parity index of trained teachers,TK: Tokelau,_T: Total,_T: All ages,_T: National,_T: Total,1: Primary education,2341: Primary School Teachers,_Z: Not applicable,_T: No breakdown by disability,2020,56,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,177,INDEX: index,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_DISAB: 4.a.1 Schools with access to adapted infrastructure and materials for students with disabilities,WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2019,15.3,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_DISAB: 4.a.1 Schools with access to adapted infrastructure and materials for students with disabilities,WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2020,45.09,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_INTNT: 4.a.1 Schools with access to the internet for pedagogical purposes,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,100,PERCENT: percent,N: National,C: Country Data,Niue Education Department,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,PW: Palau,F: Female,_T: All ages,_T: National,_T: Total,_T: All education levels,2330: Secondary Education Teachers,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2016,65,INDEX: index,G: Global,C: Country Data,"Palau - Ministry of Education Database Extract, Lower Secondary",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_H2O: 4.a.1 Schools with access to basic drinking water,PW: Palau,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2020,84.21,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_SANIT: 4.a.1 Schools with access to single-sex basic sanitation,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_ALL: Institution: Secondary School,_T: No breakdown by disability,2015,34,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,FJ: Fiji,M: Male,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,78,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,PG: Papua New Guinea,F: Female,_T: All ages,_T: National,_T: Total,1_g5: Primary education (Grade 5),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2015,51,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,PG: Papua New Guinea,F: Female,_T: All ages,_T: National,_T: Total,1_g5: Primary education (Grade 5),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,83,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,PW: Palau,_T: Total,_T: All ages,_T: National,_T: Total,10: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2018,96,INDEX: index,G: Global,C: Country Data,Palau - Ministry of Education Database Extract - CPI/GER Primary,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,SB: Solomon Islands,F: Female,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2015,93,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,SB: Solomon Islands,F: Female,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,96,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,FJ: Fiji,F: Female,_T: All ages,_T: National,_T: Total,1: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,91.54,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_SANIT: 4.a.1 Schools with access to single-sex basic sanitation,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,100,PERCENT: percent,N: National,C: Country Data,Niue Education Department,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,100,INDEX: index,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,WS: Samoa,F: Female,_T: All ages,_T: National,_T: Total,3: Upper secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,58.4,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,NR: Nauru,M: Male,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,45,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,TV: Tuvalu,M: Male,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,51.4,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,TV: Tuvalu,M: Male,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2018,68.6,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,TK: Tokelau,F: Female,_T: All ages,_T: National,_T: Total,3: Upper secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,12.5,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,TK: Tokelau,F: Female,_T: All ages,_T: National,_T: Total,3: Upper secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,75,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_TCAQ: 4.5.1 Gender parity index of trained teachers,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,1: Primary education,2341: Primary School Teachers,_Z: Not applicable,_T: No breakdown by disability,2015,95,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_TCAQ: 4.5.1 Gender parity index of trained teachers,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,1: Primary education,2341: Primary School Teachers,_Z: Not applicable,_T: No breakdown by disability,2016,90,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_TCAQ: 4.5.1 Gender parity index of trained teachers,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,1: Primary education,2341: Primary School Teachers,_Z: Not applicable,_T: No breakdown by disability,2017,105,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_TCAQ: 4.5.1 Gender parity index of trained teachers,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,1: Primary education,2341: Primary School Teachers,_Z: Not applicable,_T: No breakdown by disability,2018,105,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_TCAQ: 4.5.1 Gender parity index of trained teachers,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,1: Primary education,2341: Primary School Teachers,_Z: Not applicable,_T: No breakdown by disability,2019,100,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_TCAQ: 4.5.1 Gender parity index of trained teachers,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,1: Primary education,2341: Primary School Teachers,_Z: Not applicable,_T: No breakdown by disability,2020,98,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_H2O: 4.a.1 Schools with access to basic drinking water,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,100,PERCENT: percent,N: National,C: Country Data,"Cook Islands, Ministry of Education.",,
